measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Guinea,Both,All ages,Self-harm and interpersonal violence,Number,2019,1565.252725345678,2095.0667469363725,1150.7080373837862
Deaths,Guinea,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0139315919703996,0.0169508423602392,0.011585743805162
Deaths,Guinea,Both,All ages,Self-harm and interpersonal violence,Rate,2019,12.286722198900126,16.44558906746238,9.032681916751654
Deaths,Estonia,Both,All ages,Self-harm and interpersonal violence,Number,2019,242.72543966230364,258.1353219325938,227.60092398289592
Deaths,Estonia,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0160840492367773,0.0167380322726821,0.0153747393933606
Deaths,Estonia,Both,All ages,Self-harm and interpersonal violence,Rate,2019,18.46318464433862,19.635354739486992,17.312721281150974
Deaths,Portugal,Both,All ages,Self-harm and interpersonal violence,Number,2020,1356.196629710218,1435.9364739958066,1275.8454997812416
Deaths,Portugal,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0111020819254245,0.011739278806205,0.0104561758043264
Deaths,Portugal,Both,All ages,Self-harm and interpersonal violence,Rate,2020,12.742500324673948,13.491716898022666,11.987540257101248
Deaths,Guinea,Both,All ages,Eating disorders,Number,2019,0.0013490598555067,0.0028266643134471,0.0002618920281753
Deaths,Guinea,Both,All ages,Eating disorders,Percent,2019,1.1978868933207644e-08,2.4295686770386204e-08,2.491086875335476e-09
Deaths,Guinea,Both,All ages,Eating disorders,Rate,2019,1.0589678846039816e-05,2.218839079880817e-05,2.055766806338584e-06
Deaths,Belgium,Both,All ages,Eating disorders,Number,2019,2.866774904255584,3.6663724241680233,2.2578742172981183
Deaths,Belgium,Both,All ages,Eating disorders,Percent,2019,2.6083586093398736e-05,3.330553003860099e-05,2.059029089315489e-05
Deaths,Belgium,Both,All ages,Eating disorders,Rate,2019,0.0251145129037028,0.0321194236142717,0.0197802105359215
Deaths,Saudi Arabia,Both,All ages,Self-harm and interpersonal violence,Number,2019,6508.565556124054,8382.180024483952,4958.959383462864
Deaths,Saudi Arabia,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.047853561757975,0.0546994091593536,0.0407868172331477
Deaths,Saudi Arabia,Both,All ages,Self-harm and interpersonal violence,Rate,2019,17.975373387853363,23.149926730404275,13.695667004394084
Deaths,Israel,Both,All ages,Eating disorders,Number,2019,0.8270996396478996,1.0380388596566417,0.6383354135154164
Deaths,Israel,Both,All ages,Eating disorders,Percent,2019,1.809736342460544e-05,2.272454480149736e-05,1.394691251940185e-05
Deaths,Israel,Both,All ages,Eating disorders,Rate,2019,0.008909172711186,0.011181322102305,0.0068758831149971
Deaths,Norway,Both,All ages,Self-harm and interpersonal violence,Number,2020,684.9704515245344,712.9231904529639,658.3440736075149
Deaths,Norway,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0169680552567933,0.0176207014909286,0.0163524988128434
Deaths,Norway,Both,All ages,Self-harm and interpersonal violence,Rate,2020,12.72413670371627,13.243391907465574,12.229520225316492
Deaths,Comoros,Both,All ages,Eating disorders,Number,2021,0.0002210733106808,0.0004150016228479,7.458202168034925e-05
Deaths,Comoros,Both,All ages,Eating disorders,Percent,2021,3.776609334073245e-08,6.573044832764115e-08,1.3251422428076917e-08
Deaths,Comoros,Both,All ages,Eating disorders,Rate,2021,2.9699219487176855e-05,5.575175151870342e-05,1.0019426699950162e-05
Deaths,Palau,Both,All ages,Eating disorders,Number,2019,1.809283224215287e-05,2.789254672288712e-05,5.614160087020803e-06
Deaths,Palau,Both,All ages,Eating disorders,Percent,2019,9.778656990535569e-08,1.439337399434821e-07,3.222782808387904e-08
Deaths,Palau,Both,All ages,Eating disorders,Rate,2019,0.0001001679301415,0.0001544224051942,3.108185539299958e-05
Deaths,Pakistan,Both,All ages,Eating disorders,Number,2019,0.3922144255598256,1.9056184169114956,0.0635153400797939
Deaths,Pakistan,Both,All ages,Eating disorders,Percent,2019,2.776544611810514e-07,1.361606774742221e-06,4.4635649849915275e-08
Deaths,Pakistan,Both,All ages,Eating disorders,Rate,2019,0.0001740323229043,0.0008455558440795,2.818285471873805e-05
Deaths,Comoros,Both,All ages,Self-harm and interpersonal violence,Number,2021,125.4686365947612,165.989542159307,92.89944089745416
Deaths,Comoros,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0213583703310999,0.0262542831116234,0.0176677609295587
Deaths,Comoros,Both,All ages,Self-harm and interpersonal violence,Rate,2021,16.855587703049856,22.299208484203103,12.480207931714457
Deaths,Andorra,Both,All ages,Eating disorders,Number,2019,0.0043236963155638,0.0083796880111863,0.0018553798775201
Deaths,Andorra,Both,All ages,Eating disorders,Percent,2019,7.2037569962988085e-06,1.2829384228637158e-05,3.285274954108507e-06
Deaths,Andorra,Both,All ages,Eating disorders,Rate,2019,0.0052052104348233,0.0100881366990048,0.0022336542611156
Deaths,Andorra,Both,All ages,Self-harm and interpersonal violence,Number,2019,8.395926575626135,10.766916496361825,6.417087116290869
Deaths,Andorra,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0139965471335792,0.0156014003359127,0.0126161310037006
Deaths,Andorra,Both,All ages,Self-harm and interpersonal violence,Rate,2019,10.107685977885668,12.962072728372592,7.725401226411609
Deaths,Nigeria,Both,All ages,Eating disorders,Number,2020,0.0562437546611096,0.1283700968943393,0.015179588400421
Deaths,Nigeria,Both,All ages,Eating disorders,Percent,2020,3.176639894990309e-08,7.102834063734635e-08,8.649184507686564e-09
Deaths,Nigeria,Both,All ages,Eating disorders,Rate,2020,2.4993002234980687e-05,5.704374001907378e-05,6.745344244952047e-06
Deaths,Togo,Both,All ages,Self-harm and interpersonal violence,Number,2020,1216.6413183428592,1651.511160375676,850.040870297871
Deaths,Togo,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0205686704158894,0.0252501441073418,0.0156160263815509
Deaths,Togo,Both,All ages,Self-harm and interpersonal violence,Rate,2020,14.84058488714491,20.145125106391824,10.36879440390914
Deaths,Albania,Both,All ages,Self-harm and interpersonal violence,Number,2020,209.618998705568,249.4318932753062,178.85073977803395
Deaths,Albania,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0075776156226949,0.0086732882439797,0.0064574523142278
Deaths,Albania,Both,All ages,Self-harm and interpersonal violence,Rate,2020,7.796397507528004,9.277165729434111,6.652028062511519
Deaths,Guyana,Both,All ages,Eating disorders,Number,2020,0.0002118999607786,0.0003561788779736,9.389918387568782e-05
Deaths,Guyana,Both,All ages,Eating disorders,Percent,2020,2.8997090523909205e-08,4.5814460498762034e-08,1.4258742859287282e-08
Deaths,Guyana,Both,All ages,Eating disorders,Rate,2020,2.757134793879956e-05,4.634418872461015e-05,1.2217685460123592e-05
Deaths,Serbia,Both,All ages,Eating disorders,Number,2021,0.0667280727070317,0.1611693216126748,0.0205540563697957
Deaths,Serbia,Both,All ages,Eating disorders,Percent,2021,4.473829335570581e-07,1.0794108006687596e-06,1.3638861166185866e-07
Deaths,Serbia,Both,All ages,Eating disorders,Rate,2021,0.0007481137467301,0.0018069304291012,0.000230439326321
Deaths,United States Virgin Islands,Both,All ages,Eating disorders,Number,2019,2.106216086939612e-05,1.92619793830743e-05,3.902968695285383e-06
Deaths,United States Virgin Islands,Both,All ages,Eating disorders,Percent,2019,2.403913393536416e-08,2.0899647851120796e-08,4.607899479448746e-09
Deaths,United States Virgin Islands,Both,All ages,Eating disorders,Rate,2019,2.337764996211482e-05,2.137956377729889e-05,4.332045346023876e-06
Deaths,South Sudan,Both,All ages,Eating disorders,Number,2021,0.0004039541476802,0.001297724920504,3.683658528081379e-05
Deaths,South Sudan,Both,All ages,Eating disorders,Percent,2021,3.495857790320429e-09,1.0748107084450938e-08,3.3176243792654277e-10
Deaths,South Sudan,Both,All ages,Eating disorders,Rate,2021,4.176306156011864e-06,1.3416613260277357e-05,3.808374261241356e-07
Deaths,Monaco,Both,All ages,Self-harm and interpersonal violence,Number,2020,5.9900846556718825,7.570454303080889,4.652059408158345
Deaths,Monaco,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0114075585746678,0.0133175114350919,0.0097447092017416
Deaths,Monaco,Both,All ages,Self-harm and interpersonal violence,Rate,2020,15.852817933006326,20.0352817423453,12.311720960609923
Deaths,Italy,Both,All ages,Self-harm and interpersonal violence,Number,2019,4418.794540588788,4603.039760506436,4183.604777053351
Deaths,Italy,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0069591569664661,0.0072506265551622,0.0065890340925308
Deaths,Italy,Both,All ages,Self-harm and interpersonal violence,Rate,2019,7.328570690366988,7.634141385298814,6.938508470481448
Deaths,Greece,Both,All ages,Eating disorders,Number,2020,1.747724117032207,2.2180752776486714,1.363697436823652
Deaths,Greece,Both,All ages,Eating disorders,Percent,2020,1.326086022079618e-05,1.6755131541506272e-05,1.034141445492772e-05
Deaths,Greece,Both,All ages,Eating disorders,Rate,2020,0.01705042171004,0.0216390667725889,0.013303939767237
Deaths,Djibouti,Both,All ages,Self-harm and interpersonal violence,Number,2021,219.8737427373514,326.2225823754247,141.47782453624245
Deaths,Djibouti,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0235675358946095,0.0306321605734011,0.0177973023909097
Deaths,Djibouti,Both,All ages,Self-harm and interpersonal violence,Rate,2021,17.468506850465346,25.917698694058476,11.24011587892278
Deaths,Ukraine,Both,All ages,Self-harm and interpersonal violence,Number,2021,13671.792064300433,18027.02491303088,9908.134326946045
Deaths,Ukraine,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0182949967361677,0.0215390086519808,0.015181586552597
Deaths,Ukraine,Both,All ages,Self-harm and interpersonal violence,Rate,2021,31.73743480398925,41.8475884650958,23.00055221376044
Deaths,Qatar,Both,All ages,Self-harm and interpersonal violence,Number,2021,134.34284724380106,172.772075506336,100.92702192631818
Deaths,Qatar,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.026571354254351,0.0327338011701879,0.0226670692862119
Deaths,Qatar,Both,All ages,Self-harm and interpersonal violence,Rate,2021,4.512598752394212,5.803442969788828,3.3901555800811924
Deaths,Suriname,Both,All ages,Eating disorders,Number,2019,0.0001744642528724,0.0003231152389887,4.807068801282007e-05
Deaths,Suriname,Both,All ages,Eating disorders,Percent,2019,3.965538017993705e-08,7.457287043532335e-08,1.0889914749832857e-08
Deaths,Suriname,Both,All ages,Eating disorders,Rate,2019,3.036958020945424e-05,5.624575811835703e-05,8.367826596524235e-06
Deaths,Dominica,Both,All ages,Eating disorders,Number,2019,2.4884748872306056e-05,5.10209177408848e-05,6.596692527066845e-06
Deaths,Dominica,Both,All ages,Eating disorders,Percent,2019,4.112414667050882e-08,8.610714214967484e-08,1.0998438156305361e-08
Deaths,Dominica,Both,All ages,Eating disorders,Rate,2019,3.6867901769269294e-05,7.55898399096279e-05,9.773303855223327e-06
Deaths,Trinidad and Tobago,Both,All ages,Eating disorders,Number,2021,0.0008750974221653,0.0024203711867209,0.0002763244104316
Deaths,Trinidad and Tobago,Both,All ages,Eating disorders,Percent,2021,5.2100931981486165e-08,1.376799326007439e-07,1.8170261088266352e-08
Deaths,Trinidad and Tobago,Both,All ages,Eating disorders,Rate,2021,6.281495200394372e-05,0.0001737355134122,1.983471112945968e-05
Deaths,Serbia,Both,All ages,Self-harm and interpersonal violence,Number,2021,1593.5637000214217,1856.738186059678,1346.5165988066467
Deaths,Serbia,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0106824484852224,0.0124171702691594,0.009111185351611
Deaths,Serbia,Both,All ages,Self-harm and interpersonal violence,Rate,2021,17.86604740572085,20.816596444628125,15.09630859848664
Deaths,Puerto Rico,Both,All ages,Self-harm and interpersonal violence,Number,2019,981.2246945399638,1013.995927861456,948.205168910994
Deaths,Puerto Rico,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0322853795447378,0.03326646692203,0.0313932268366663
Deaths,Puerto Rico,Both,All ages,Self-harm and interpersonal violence,Rate,2019,29.02349076291089,29.99282591406244,28.0468114126858
Deaths,Benin,Both,All ages,Eating disorders,Number,2021,0.0013501037507235,0.0025915236096585,0.0002452628813761
Deaths,Benin,Both,All ages,Eating disorders,Percent,2021,1.290407835221892e-08,2.4558214641254306e-08,2.3234776618573954e-09
Deaths,Benin,Both,All ages,Eating disorders,Rate,2021,1.0001380071560194e-05,1.9197645048186837e-05,1.8168731793941485e-06
Deaths,Albania,Both,All ages,Eating disorders,Number,2020,0.0002284972064957,0.0006429479776554,4.569367782949918e-05
Deaths,Albania,Both,All ages,Eating disorders,Percent,2020,8.281837984161121e-09,2.3984272133142868e-08,1.6064357257528396e-09
Deaths,Albania,Both,All ages,Eating disorders,Rate,2020,8.4985381201187e-06,2.391328095934668e-05,1.6994932622499566e-06
Deaths,Puerto Rico,Both,All ages,Eating disorders,Number,2020,0.0002785957913121,0.000282145961088,0.0001743579244619
Deaths,Puerto Rico,Both,All ages,Eating disorders,Percent,2020,8.549312514968476e-09,8.6933939048452e-09,5.270028916508254e-09
Deaths,Puerto Rico,Both,All ages,Eating disorders,Rate,2020,8.34606898723613e-06,8.452423651556375e-06,5.223349782768781e-06
Deaths,Congo,Both,All ages,Eating disorders,Number,2021,0.0026656631412409,0.0052680995638827,0.0010787567943625
Deaths,Congo,Both,All ages,Eating disorders,Percent,2021,5.736743572538375e-08,1.1258336028565755e-07,2.397475318340136e-08
Deaths,Congo,Both,All ages,Eating disorders,Rate,2021,4.944101586815423e-05,9.770934297860646e-05,2.0008091406152045e-05
Deaths,Benin,Both,All ages,Eating disorders,Number,2019,0.0011039496046437,0.0020983098140139,0.0001790900999192
Deaths,Benin,Both,All ages,Eating disorders,Percent,2019,1.2080378501046687e-08,2.3034665307010533e-08,2.0003255451561127e-09
Deaths,Benin,Both,All ages,Eating disorders,Rate,2019,8.708461868283892e-06,1.6552432218210753e-05,1.4127450198571776e-06
Deaths,Sao Tome and Principe,Both,All ages,Self-harm and interpersonal violence,Number,2020,10.922457162473226,14.966890789047104,7.706803143602567
Deaths,Sao Tome and Principe,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0101178624593662,0.0130661434786698,0.0078859982760097
Deaths,Sao Tome and Principe,Both,All ages,Self-harm and interpersonal violence,Rate,2020,5.118008726169012,7.013136011660642,3.611228238581925
Deaths,North Macedonia,Both,All ages,Eating disorders,Number,2020,0.0002317863943468,0.0003851014662486,7.516810793153292e-05
Deaths,North Macedonia,Both,All ages,Eating disorders,Percent,2020,8.062159366145363e-09,1.34657190600537e-08,2.6103110899603267e-09
Deaths,North Macedonia,Both,All ages,Eating disorders,Rate,2020,1.06164713446557e-05,1.7638734545809536e-05,3.4429115916661443e-06
Deaths,Bahrain,Both,All ages,Eating disorders,Number,2020,0.0004597998531976,0.0009692579543506,0.0001388054009258
Deaths,Bahrain,Both,All ages,Eating disorders,Percent,2020,8.756993952272175e-08,1.8510158549176199e-07,2.5962843012671605e-08
Deaths,Bahrain,Both,All ages,Eating disorders,Rate,2020,3.03707287045954e-05,6.402148711365494e-05,9.168383036521374e-06
Deaths,Paraguay,Both,All ages,Eating disorders,Number,2021,0.0733612421857934,0.1549344803453036,0.0247362590873912
Deaths,Paraguay,Both,All ages,Eating disorders,Percent,2021,1.441110908366297e-06,2.837720963006641e-06,4.819478052149543e-07
Deaths,Paraguay,Both,All ages,Eating disorders,Rate,2021,0.0010233347910628,0.0021612208210848,0.0003450524251042
Deaths,El Salvador,Both,All ages,Eating disorders,Number,2019,0.0492356897678299,0.0870265858695271,0.0201291270425184
Deaths,El Salvador,Both,All ages,Eating disorders,Percent,2019,1.2088944010068848e-06,2.1121392182463323e-06,4.896610898739659e-07
Deaths,El Salvador,Both,All ages,Eating disorders,Rate,2019,0.0007694502009373,0.0013600423656083,0.0003145758883564
Deaths,Ecuador,Both,All ages,Eating disorders,Number,2020,0.2847213224898258,0.405445580340232,0.1968921042576095
Deaths,Ecuador,Both,All ages,Eating disorders,Percent,2020,2.1843706835425825e-06,3.007361764436133e-06,1.569761249706996e-06
Deaths,Ecuador,Both,All ages,Eating disorders,Rate,2020,0.0015960866385316,0.0022728409230955,0.0011037348874676
Deaths,American Samoa,Both,All ages,Self-harm and interpersonal violence,Number,2021,6.630517212819537,8.187770482369027,5.1748051709475495
Deaths,American Samoa,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0163835229553354,0.0182037695510893,0.0143358362790228
Deaths,American Samoa,Both,All ages,Self-harm and interpersonal violence,Rate,2021,13.325358527555286,16.454972322212868,10.399812261975928
Deaths,Marshall Islands,Both,All ages,Eating disorders,Number,2020,3.3003337703299104e-05,4.970430379032024e-05,9.568504993743676e-06
Deaths,Marshall Islands,Both,All ages,Eating disorders,Percent,2020,7.570708443467877e-08,1.1348398194228299e-07,2.371402175453e-08
Deaths,Marshall Islands,Both,All ages,Eating disorders,Rate,2020,5.881957856758735e-05,8.858456160480177e-05,1.7053288255678408e-05
Deaths,Comoros,Both,All ages,Eating disorders,Number,2020,0.0002121914361787,0.0003975383891123,7.098586259616038e-05
Deaths,Comoros,Both,All ages,Eating disorders,Percent,2020,4.0777807982541593e-08,7.045615273164297e-08,1.4285171063816238e-08
Deaths,Comoros,Both,All ages,Eating disorders,Rate,2020,2.8835680031995908e-05,5.402333852539834e-05,9.646598644505645e-06
Deaths,Haiti,Both,All ages,Eating disorders,Number,2020,0.001707765574698,0.0041149003895523,0.0003578544542964
Deaths,Haiti,Both,All ages,Eating disorders,Percent,2020,1.46023177004295e-08,3.184126347739831e-08,3.3246597816351324e-09
Deaths,Haiti,Both,All ages,Eating disorders,Rate,2020,1.3519903050049915e-05,3.257651702997716e-05,2.833033760486993e-06
Deaths,Haiti,Both,All ages,Self-harm and interpersonal violence,Number,2020,4106.329005048434,5347.642906095571,3120.5616551291755
Deaths,Haiti,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0350264477337266,0.0424344965595381,0.0284901097339987
Deaths,Haiti,Both,All ages,Self-harm and interpersonal violence,Rate,2020,32.508659772977005,42.33579520976171,24.70461500344294
Deaths,Egypt,Both,All ages,Eating disorders,Number,2020,0.025121054806069,0.0747397216142272,0.0043027405222057
Deaths,Egypt,Both,All ages,Eating disorders,Percent,2020,3.894078779151057e-08,1.1508822431053753e-07,6.697389885091179e-09
Deaths,Egypt,Both,All ages,Eating disorders,Rate,2020,2.414637096683671e-05,7.183985935253144e-05,4.135796431530423e-06
Deaths,Egypt,Both,All ages,Self-harm and interpersonal violence,Number,2020,4359.6407028007625,6246.669097674208,3694.831163745365
Deaths,Egypt,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0067590306456148,0.0096063551957319,0.0058683062180384
Deaths,Egypt,Both,All ages,Self-harm and interpersonal violence,Rate,2020,4.190488914761473,6.004301590993546,3.5514736394775284
Deaths,Israel,Both,All ages,Eating disorders,Number,2021,0.7284640180093749,0.9225459826425458,0.5585213701486674
Deaths,Israel,Both,All ages,Eating disorders,Percent,2021,1.4540921587847924e-05,1.841750276351937e-05,1.113246442728472e-05
Deaths,Israel,Both,All ages,Eating disorders,Rate,2021,0.0075929629832926,0.0096159279297444,0.0058216081838954
Deaths,Comoros,Both,All ages,Self-harm and interpersonal violence,Number,2020,126.06732897931374,165.0367192871356,96.04813307459656
Deaths,Comoros,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.024153537164217,0.0295439311732787,0.0201403378427555
Deaths,Comoros,Both,All ages,Self-harm and interpersonal violence,Rate,2020,17.131875001179107,22.427606488718705,13.052427010654052
Deaths,Trinidad and Tobago,Both,All ages,Self-harm and interpersonal violence,Number,2019,687.6421308645624,779.7618178673769,605.798355395044
Deaths,Trinidad and Tobago,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0577262050737949,0.0600339784964953,0.0554687806177802
Deaths,Trinidad and Tobago,Both,All ages,Self-harm and interpersonal violence,Rate,2019,49.363953554044365,55.97697469761883,43.48861207971468
Deaths,Bosnia and Herzegovina,Both,All ages,Self-harm and interpersonal violence,Number,2020,410.40040993242127,477.1272350577123,358.1758647850889
Deaths,Bosnia and Herzegovina,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0092174266446779,0.0106959748729937,0.0080430037600941
Deaths,Bosnia and Herzegovina,Both,All ages,Self-harm and interpersonal violence,Rate,2020,12.251647930682084,14.243638068074665,10.692593102762958
Deaths,Iceland,Both,All ages,Self-harm and interpersonal violence,Number,2020,44.1344013421224,48.06127558539393,40.66069563211766
Deaths,Iceland,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0200240645075289,0.0210997369396281,0.0190126970361328
Deaths,Iceland,Both,All ages,Self-harm and interpersonal violence,Rate,2020,12.702533364826216,13.832745842570318,11.70274949240265
Deaths,Saint Kitts and Nevis,Both,All ages,Self-harm and interpersonal violence,Number,2020,10.368112022542686,12.75882514937961,8.361384808110905
Deaths,Saint Kitts and Nevis,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0226970771605788,0.0256038200883971,0.0196025098405581
Deaths,Saint Kitts and Nevis,Both,All ages,Self-harm and interpersonal violence,Rate,2020,17.77159389242495,21.869426044610325,14.331937662802842
Deaths,United Arab Emirates,Both,All ages,Eating disorders,Number,2019,0.0039837498454862,0.0078400666052002,0.0011622538266702
Deaths,United Arab Emirates,Both,All ages,Eating disorders,Percent,2019,2.2613819217217363e-07,4.549350066405677e-07,6.444644394901144e-08
Deaths,United Arab Emirates,Both,All ages,Eating disorders,Rate,2019,4.1918513592637854e-05,8.249612834742579e-05,1.222967172162568e-05
Deaths,Guatemala,Both,All ages,Eating disorders,Number,2019,0.1227934851822375,0.1591827193044088,0.0927939911683977
Deaths,Guatemala,Both,All ages,Eating disorders,Percent,2019,1.4157102753670837e-06,1.8323062900830767e-06,1.0661112377143995e-06
Deaths,Guatemala,Both,All ages,Eating disorders,Rate,2019,0.0007945097021324,0.0010299586717607,0.0006004042166688
Deaths,Guatemala,Both,All ages,Self-harm and interpersonal violence,Number,2019,5840.996299991343,6001.290225999344,5689.526898917617
Deaths,Guatemala,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.067348421304606,0.0693357890718074,0.065473756507985
Deaths,Guatemala,Both,All ages,Self-harm and interpersonal violence,Rate,2019,37.79295150370077,38.830100007281736,36.81290025301215
Deaths,Burkina Faso,Both,All ages,Self-harm and interpersonal violence,Number,2021,4976.206939979928,6144.209307603202,4106.143614560073
Deaths,Burkina Faso,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0228015535034233,0.0282942485997896,0.0191038039903163
Deaths,Burkina Faso,Both,All ages,Self-harm and interpersonal violence,Rate,2021,21.862741101834875,26.99430690640745,18.04015706236714
Deaths,Montenegro,Both,All ages,Self-harm and interpersonal violence,Number,2020,124.5825083608102,144.30906235315982,109.89337226752916
Deaths,Montenegro,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0145092499473544,0.0165223859938645,0.0130399656130009
Deaths,Montenegro,Both,All ages,Self-harm and interpersonal violence,Rate,2020,20.06788104058389,23.245455036065085,17.7017396007665
Deaths,Jamaica,Both,All ages,Self-harm and interpersonal violence,Number,2020,916.7924421029252,1152.0705781625622,710.1327437402521
Deaths,Jamaica,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0471776700598542,0.0504031011719002,0.0439728180613347
Deaths,Jamaica,Both,All ages,Self-harm and interpersonal violence,Rate,2020,32.73605948519173,41.13717483464466,25.356827427743408
Deaths,Palau,Both,All ages,Eating disorders,Number,2020,1.783315658034873e-05,2.6628434337255005e-05,5.563972102682032e-06
Deaths,Palau,Both,All ages,Eating disorders,Percent,2020,9.418894377199609e-08,1.313553423113206e-07,2.981858734298684e-08
Deaths,Palau,Both,All ages,Eating disorders,Rate,2020,9.860444595139698e-05,0.000147235964791,3.076473780747022e-05
Deaths,Peru,Both,All ages,Self-harm and interpersonal violence,Number,2020,2309.7367338499744,2813.862125225441,1897.1114475207228
Deaths,Peru,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0087539171411488,0.0099392983010537,0.0074725132144964
Deaths,Peru,Both,All ages,Self-harm and interpersonal violence,Rate,2020,6.472540382435533,7.885243356618206,5.31624677137606
Deaths,Niger,Both,All ages,Eating disorders,Number,2020,0.0005048499190933,0.0017306434722683,3.265890152906926e-05
Deaths,Niger,Both,All ages,Eating disorders,Percent,2020,2.510644813842343e-09,7.941734853673312e-09,1.649474272891547e-10
Deaths,Niger,Both,All ages,Eating disorders,Rate,2020,2.094701838872496e-06,7.180712379440707e-06,1.3550692691276476e-07
Deaths,Honduras,Both,All ages,Self-harm and interpersonal violence,Number,2019,4538.616946369705,5747.62562618346,3530.7021733053875
Deaths,Honduras,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0845044935969635,0.095990710717296,0.0728687404012519
Deaths,Honduras,Both,All ages,Self-harm and interpersonal violence,Rate,2019,46.57376580133506,58.98020762508618,36.230882243833854
Deaths,Yemen,Both,All ages,Self-harm and interpersonal violence,Number,2019,29820.750321980613,32635.85491147283,27276.47077880616
Deaths,Yemen,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.160432547441154,0.1902144670916427,0.1338825229512499
Deaths,Yemen,Both,All ages,Self-harm and interpersonal violence,Rate,2019,92.39747714643217,101.11987880178889,84.51420766439911
Deaths,Kenya,Both,All ages,Eating disorders,Number,2021,0.016484843642012,0.0279987574527871,0.0064689668613832
Deaths,Kenya,Both,All ages,Eating disorders,Percent,2021,4.6208210749003243e-08,7.544802877367146e-08,1.8298407906328248e-08
Deaths,Kenya,Both,All ages,Eating disorders,Rate,2021,3.2928595047101715e-05,5.592772160939466e-05,1.29218083457424e-05
Deaths,Burkina Faso,Both,All ages,Self-harm and interpersonal violence,Number,2019,5670.735888142205,6720.429485203986,4799.361608870774
Deaths,Burkina Faso,Both,All ages,Self-harm and interpersonal violence,Percent,2019,0.0290856667330241,0.0349498035208048,0.0253758320703543
Deaths,Burkina Faso,Both,All ages,Self-harm and interpersonal violence,Rate,2019,26.302953242404197,31.171817204152266,22.261199689353624
Deaths,Greenland,Both,All ages,Self-harm and interpersonal violence,Number,2021,38.0352891366063,45.72391872053551,31.1340293604204
Deaths,Greenland,Both,All ages,Self-harm and interpersonal violence,Percent,2021,0.0861872010790805,0.096901682380005,0.0675816422194115
Deaths,Greenland,Both,All ages,Self-harm and interpersonal violence,Rate,2021,67.7960521751109,81.50066029719017,55.49489242370541
Deaths,Djibouti,Both,All ages,Self-harm and interpersonal violence,Number,2020,206.59345778457205,309.0474741492105,130.29324268078463
Deaths,Djibouti,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0233397324461375,0.0304944993066762,0.0173892057777152
Deaths,Djibouti,Both,All ages,Self-harm and interpersonal violence,Rate,2020,16.82670013178277,25.17141263696875,10.612172076006974
Deaths,Bulgaria,Both,All ages,Eating disorders,Number,2019,0.2685838751258987,0.3796772158997907,0.1871845351275717
Deaths,Bulgaria,Both,All ages,Eating disorders,Percent,2019,2.189873101245914e-06,3.102731357014012e-06,1.510150929555086e-06
Deaths,Bulgaria,Both,All ages,Eating disorders,Rate,2019,0.0038719376306093,0.0054734726685966,0.002698474899466
Deaths,Yemen,Both,All ages,Self-harm and interpersonal violence,Number,2020,21844.723663709923,23994.039925598023,19987.78148500673
Deaths,Yemen,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.110391716105049,0.1298634683677054,0.0926034046279234
Deaths,Yemen,Both,All ages,Self-harm and interpersonal violence,Rate,2020,66.25931835595581,72.77861485228382,60.626849624309706
Deaths,Benin,Both,All ages,Self-harm and interpersonal violence,Number,2020,1495.1709967394906,2013.3593719629453,1126.1923649039268
Deaths,Benin,Both,All ages,Self-harm and interpersonal violence,Percent,2020,0.0156426752695971,0.0210307747789418,0.0118713672639542
